,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
940,2008,1,3,4,1530.0,1355,1634.0,1505,WN,223,N677AA,64.0,70.0,54.0,89.0,95.0,MSY,HOU,303,4.0,6.0,0,N,0,82.0,0.0,0.0,0.0,7.0
941,2008,1,3,4,2007.0,1930,2106.0,2040,WN,570,N357SW,59.0,70.0,53.0,26.0,37.0,MSY,HOU,303,2.0,4.0,0,N,0,0.0,0.0,0.0,0.0,26.0
942,2008,1,3,4,2118.0,2100,2217.0,2205,WN,623,N724SW,59.0,65.0,50.0,12.0,18.0,MSY,HOU,303,3.0,6.0,0,N,0,,,,,
943,2008,1,3,4,1316.0,1135,1413.0,1245,WN,689,N426WN,57.0,70.0,50.0,88.0,101.0,MSY,HOU,303,3.0,4.0,0,N,0,55.0,0.0,0.0,0.0,33.0
944,2008,1,3,4,1708.0,1645,1815.0,1755,WN,1192,N274WN,67.0,70.0,55.0,20.0,23.0,MSY,HOU,303,3.0,9.0,0,N,0,10.0,0.0,0.0,0.0,10.0
945,2008,1,3,4,957.0,945,1101.0,1055,WN,1343,N523SW,64.0,70.0,54.0,6.0,12.0,MSY,HOU,303,3.0,7.0,0,N,0,,,,,
952,2008,1,3,4,1645.0,1635,1832.0,1835,WN,1254,N490WN,227.0,240.0,219.0,-3.0,10.0,MSY,LAS,1501,4.0,4.0,0,N,0,,,,,
954,2008,1,3,4,1417.0,1400,1646.0,1640,WN,1170,N625SW,89.0,100.0,76.0,6.0,17.0,MSY,MCO,550,7.0,6.0,0,N,0,,,,,
955,2008,1,3,4,2022.0,2010,2248.0,2245,WN,2624,N693SW,86.0,95.0,76.0,3.0,12.0,MSY,MCO,550,3.0,7.0,0,N,0,,,,,
957,2008,1,3,4,1740.0,1645,1948.0,1855,WN,714,N305SW,128.0,130.0,115.0,53.0,55.0,MSY,MDW,825,7.0,6.0,0,N,0,8.0,0.0,0.0,0.0,45.0
958,2008,1,3,4,1324.0,1230,1548.0,1510,WN,169,N550WN,204.0,220.0,193.0,38.0,54.0,MSY,PHX,1301,5.0,6.0,0,N,0,3.0,0.0,0.0,0.0,35.0
960,2008,1,3,4,1406.0,1240,1622.0,1505,WN,788,N427WN,76.0,85.0,67.0,77.0,86.0,MSY,TPA,487,4.0,5.0,0,N,0,64.0,0.0,0.0,0.0,13.0
961,2008,1,3,4,638.0,630,859.0,855,WN,806,N711HK,81.0,85.0,72.0,4.0,8.0,MSY,TPA,487,4.0,5.0,0,N,0,,,,,
962,2008,1,3,4,1148.0,1055,1459.0,1410,WN,45,N631SW,131.0,135.0,110.0,49.0,53.0,OAK,ABQ,889,5.0,16.0,0,N,0,49.0,0.0,0.0,0.0,0.0
964,2008,1,3,4,1938.0,1920,2256.0,2230,WN,527,N727SW,138.0,130.0,107.0,26.0,18.0,OAK,ABQ,889,5.0,26.0,0,N,0,0.0,0.0,8.0,0.0,18.0
965,2008,1,3,4,1152.0,1120,1802.0,1730,WN,882,N774SW,250.0,250.0,232.0,32.0,32.0,OAK,BNA,1959,5.0,13.0,0,N,0,21.0,0.0,0.0,0.0,11.0
966,2008,1,3,4,1051.0,1010,1314.0,1240,WN,783,N306SW,83.0,90.0,66.0,34.0,41.0,OAK,BOI,511,3.0,14.0,0,N,0,12.0,0.0,0.0,0.0,22.0
967,2008,1,3,4,1953.0,1935,2218.0,2200,WN,2612,N479WN,85.0,85.0,64.0,18.0,18.0,OAK,BOI,511,3.0,18.0,0,N,0,18.0,0.0,0.0,0.0,0.0
968,2008,1,3,4,1632.0,1615,1738.0,1720,WN,346,N489WN,66.0,65.0,48.0,18.0,17.0,OAK,BUR,325,3.0,15.0,0,N,0,0.0,0.0,1.0,0.0,17.0
969,2008,1,3,4,2000.0,1855,2109.0,2000,WN,444,N682SW,69.0,65.0,49.0,69.0,65.0,OAK,BUR,325,2.0,18.0,0,N,0,0.0,0.0,4.0,0.0,65.0
970,2008,1,3,4,1502.0,1445,1607.0,1550,WN,481,N413WN,65.0,65.0,49.0,17.0,17.0,OAK,BUR,325,2.0,14.0,0,N,0,14.0,0.0,0.0,0.0,3.0
971,2008,1,3,4,1229.0,1135,1341.0,1240,WN,891,N400WN,72.0,65.0,49.0,61.0,54.0,OAK,BUR,325,2.0,21.0,0,N,0,1.0,0.0,7.0,0.0,53.0
972,2008,1,3,4,2051.0,2015,2151.0,2120,WN,1150,N235WN,60.0,65.0,48.0,31.0,36.0,OAK,BUR,325,2.0,10.0,0,N,0,14.0,0.0,0.0,0.0,17.0
973,2008,1,3,4,938.0,930,1044.0,1035,WN,1171,N682SW,66.0,65.0,53.0,9.0,8.0,OAK,BUR,325,2.0,11.0,0,N,0,,,,,
976,2008,1,3,4,1628.0,1520,1729.0,1625,WN,1311,N605SW,61.0,65.0,50.0,64.0,68.0,OAK,BUR,325,1.0,10.0,0,N,0,17.0,0.0,0.0,0.0,47.0
979,2008,1,3,4,1816.0,1750,1921.0,1855,WN,2550,N771SA,65.0,65.0,49.0,26.0,26.0,OAK,BUR,325,2.0,14.0,0,N,0,13.0,0.0,0.0,0.0,13.0
980,2008,1,3,4,1243.0,1220,1345.0,1325,WN,2614,N602SW,62.0,65.0,50.0,20.0,23.0,OAK,BUR,325,2.0,10.0,0,N,0,20.0,0.0,0.0,0.0,0.0
981,2008,1,3,4,2059.0,1930,2206.0,2035,WN,2732,N705SW,67.0,65.0,48.0,91.0,89.0,OAK,BUR,325,2.0,17.0,0,N,0,15.0,0.0,2.0,0.0,74.0
983,2008,1,3,4,2146.0,2050,2251.0,2155,WN,3589,N601WN,65.0,65.0,51.0,56.0,56.0,OAK,BUR,325,2.0,12.0,0,N,0,13.0,0.0,0.0,0.0,43.0
984,2008,1,3,4,817.0,805,919.0,910,WN,3772,N708SA,62.0,65.0,49.0,9.0,12.0,OAK,BUR,325,2.0,11.0,0,N,0,,,,,
985,2008,1,3,4,1322.0,1310,1638.0,1635,WN,494,N441WN,136.0,145.0,113.0,3.0,12.0,OAK,DEN,957,13.0,10.0,0,N,0,,,,,
986,2008,1,3,4,1740.0,1650,2055.0,2015,WN,497,N445WN,135.0,145.0,113.0,40.0,50.0,OAK,DEN,957,8.0,14.0,0,N,0,0.0,0.0,7.0,0.0,33.0
987,2008,1,3,4,2010.0,1910,2326.0,2235,WN,1426,N720WN,136.0,145.0,114.0,51.0,60.0,OAK,DEN,957,8.0,14.0,0,N,0,10.0,0.0,0.0,0.0,41.0
988,2008,1,3,4,642.0,630,957.0,955,WN,1502,N656SW,135.0,145.0,114.0,2.0,12.0,OAK,DEN,957,7.0,14.0,0,N,0,,,,,
989,2008,1,3,4,1031.0,1015,1344.0,1340,WN,1760,N640SW,133.0,145.0,117.0,4.0,16.0,OAK,DEN,957,6.0,10.0,0,N,0,,,,,
990,2008,1,3,4,2155.0,1940,2350.0,2140,WN,223,N223WN,115.0,120.0,93.0,130.0,135.0,OAK,GEG,723,5.0,17.0,0,N,0,19.0,0.0,0.0,0.0,111.0
991,2008,1,3,4,1004.0,935,1142.0,1135,WN,2639,N777QC,98.0,120.0,86.0,7.0,29.0,OAK,GEG,723,4.0,8.0,0,N,0,,,,,
992,2008,1,3,4,1620.0,1520,2144.0,2100,WN,78,N268WN,204.0,220.0,189.0,44.0,60.0,OAK,HOU,1642,3.0,12.0,0,N,0,14.0,0.0,0.0,0.0,30.0
994,2008,1,3,4,1623.0,1500,1752.0,1625,WN,302,N473WN,89.0,85.0,62.0,87.0,83.0,OAK,LAS,407,4.0,23.0,0,N,0,83.0,0.0,4.0,0.0,0.0
995,2008,1,3,4,2154.0,2040,2314.0,2205,WN,428,N683SW,80.0,85.0,63.0,69.0,74.0,OAK,LAS,407,4.0,13.0,0,N,0,2.0,0.0,0.0,0.0,67.0
996,2008,1,3,4,1322.0,1245,1444.0,1410,WN,500,N799SW,82.0,85.0,64.0,34.0,37.0,OAK,LAS,407,3.0,15.0,0,N,0,34.0,0.0,0.0,0.0,0.0
1000,2008,1,3,4,2059.0,1945,2220.0,2105,WN,890,N788SA,81.0,80.0,61.0,75.0,74.0,OAK,LAS,407,6.0,14.0,0,N,0,41.0,0.0,1.0,0.0,33.0
1002,2008,1,3,4,1504.0,1355,1631.0,1520,WN,1585,N766SW,87.0,85.0,66.0,71.0,69.0,OAK,LAS,407,8.0,13.0,0,N,0,50.0,0.0,2.0,0.0,19.0
1003,2008,1,3,4,1140.0,1125,1303.0,1250,WN,1918,N267WN,83.0,85.0,68.0,13.0,15.0,OAK,LAS,407,7.0,8.0,0,N,0,,,,,
1004,2008,1,3,4,1615.0,1540,1741.0,1705,WN,2632,N784SW,86.0,85.0,65.0,36.0,35.0,OAK,LAS,407,5.0,16.0,0,N,0,16.0,0.0,1.0,0.0,19.0
1005,2008,1,3,4,1647.0,1630,1829.0,1755,WN,3327,N282WN,102.0,85.0,59.0,34.0,17.0,OAK,LAS,407,20.0,23.0,0,N,0,2.0,0.0,17.0,0.0,15.0
1006,2008,1,3,4,2142.0,2120,2310.0,2245,WN,3396,N787SA,88.0,85.0,59.0,25.0,22.0,OAK,LAS,407,17.0,12.0,0,N,0,22.0,0.0,3.0,0.0,0.0
1007,2008,1,3,4,1816.0,1745,1954.0,1910,WN,3940,N434WN,98.0,85.0,61.0,44.0,31.0,OAK,LAS,407,20.0,17.0,0,N,0,0.0,0.0,13.0,0.0,31.0
1008,2008,1,3,4,1209.0,1200,1319.0,1315,WN,75,N283WN,70.0,75.0,53.0,4.0,9.0,OAK,LAX,337,7.0,10.0,0,N,0,,,,,
1009,2008,1,3,4,928.0,900,1042.0,1020,WN,96,N311SW,74.0,80.0,54.0,22.0,28.0,OAK,LAX,337,6.0,14.0,0,N,0,9.0,0.0,0.0,0.0,13.0
1011,2008,1,3,4,1551.0,1530,1704.0,1645,WN,230,N364SW,73.0,75.0,52.0,19.0,21.0,OAK,LAX,337,6.0,15.0,0,N,0,9.0,0.0,0.0,0.0,10.0
1012,2008,1,3,4,2015.0,2000,2138.0,2120,WN,252,N359SW,83.0,80.0,59.0,18.0,15.0,OAK,LAX,337,7.0,17.0,0,N,0,3.0,0.0,3.0,0.0,12.0
1013,2008,1,3,4,837.0,830,951.0,945,WN,304,N326SW,74.0,75.0,57.0,6.0,7.0,OAK,LAX,337,8.0,9.0,0,N,0,,,,,
1017,2008,1,3,4,1821.0,1730,1949.0,1845,WN,925,N384SW,88.0,75.0,58.0,64.0,51.0,OAK,LAX,337,8.0,22.0,0,N,0,8.0,0.0,13.0,0.0,43.0
1018,2008,1,3,4,1426.0,1400,1545.0,1515,WN,1107,N708SA,79.0,75.0,51.0,30.0,26.0,OAK,LAX,337,19.0,9.0,0,N,0,19.0,0.0,4.0,0.0,7.0
1019,2008,1,3,4,2221.0,2100,2335.0,2215,WN,1192,N274WN,74.0,75.0,52.0,80.0,81.0,OAK,LAX,337,9.0,13.0,0,N,0,18.0,0.0,0.0,0.0,62.0
1020,2008,1,3,4,1937.0,1830,2051.0,1945,WN,1485,N605SW,74.0,75.0,52.0,66.0,67.0,OAK,LAX,337,6.0,16.0,0,N,0,1.0,0.0,0.0,0.0,65.0
1021,2008,1,3,4,1730.0,1600,1859.0,1715,WN,1671,N684WN,89.0,75.0,55.0,104.0,90.0,OAK,LAX,337,15.0,19.0,0,N,0,1.0,0.0,14.0,0.0,89.0
1023,2008,1,3,4,1731.0,1700,1844.0,1815,WN,2208,N632SW,73.0,75.0,53.0,29.0,31.0,OAK,LAX,337,6.0,14.0,0,N,0,0.0,0.0,0.0,0.0,29.0
1025,2008,1,3,4,1122.0,1100,1237.0,1215,WN,2733,N647SW,75.0,75.0,57.0,22.0,22.0,OAK,LAX,337,6.0,12.0,0,N,0,9.0,0.0,0.0,0.0,13.0
1026,2008,1,3,4,808.0,800,920.0,915,WN,3245,N780SW,72.0,75.0,54.0,5.0,8.0,OAK,LAX,337,8.0,10.0,0,N,0,,,,,
1027,2008,1,3,4,1827.0,1800,1952.0,1915,WN,3394,N667SW,85.0,75.0,55.0,37.0,27.0,OAK,LAX,337,7.0,23.0,0,N,0,13.0,0.0,10.0,0.0,14.0
1028,2008,1,3,4,1935.0,1900,2049.0,2015,WN,3939,N654SW,74.0,75.0,53.0,34.0,35.0,OAK,LAX,337,5.0,16.0,0,N,0,13.0,0.0,0.0,0.0,21.0
1029,2008,1,3,4,814.0,755,1324.0,1320,WN,3320,N354SW,190.0,205.0,177.0,4.0,19.0,OAK,MCI,1489,4.0,9.0,0,N,0,,,,,
1030,2008,1,3,4,1433.0,1340,1936.0,1905,WN,3829,N465WN,183.0,205.0,170.0,31.0,53.0,OAK,MCI,1489,5.0,8.0,0,N,0,23.0,0.0,0.0,0.0,8.0
1032,2008,1,3,4,1519.0,1425,2102.0,2025,WN,514,N432WN,223.0,240.0,210.0,37.0,54.0,OAK,MDW,1844,5.0,8.0,0,N,0,19.0,0.0,0.0,0.0,18.0
1034,2008,1,3,4,1358.0,1210,1953.0,1815,WN,1136,N733SA,235.0,245.0,213.0,98.0,108.0,OAK,MDW,1844,7.0,15.0,0,N,0,25.0,0.0,0.0,0.0,73.0
1035,2008,1,3,4,1943.0,1715,137.0,2310,WN,2091,N426WN,234.0,235.0,204.0,147.0,148.0,OAK,MDW,1844,6.0,24.0,0,N,0,19.0,0.0,0.0,0.0,128.0
1036,2008,1,3,4,1456.0,1445,1605.0,1555,WN,84,N669SW,69.0,70.0,56.0,10.0,11.0,OAK,ONT,361,3.0,10.0,0,N,0,,,,,
1038,2008,1,3,4,2115.0,2000,2235.0,2115,WN,464,N795SW,80.0,75.0,56.0,80.0,75.0,OAK,ONT,361,5.0,19.0,0,N,0,24.0,0.0,5.0,0.0,51.0
1039,2008,1,3,4,2217.0,2050,2329.0,2205,WN,582,N629SW,72.0,75.0,56.0,84.0,87.0,OAK,ONT,361,5.0,11.0,0,N,0,21.0,0.0,0.0,0.0,63.0
1040,2008,1,3,4,1812.0,1705,1926.0,1820,WN,835,N460WN,74.0,75.0,54.0,66.0,67.0,OAK,ONT,361,4.0,16.0,0,N,0,14.0,0.0,0.0,0.0,52.0
1041,2008,1,3,4,1323.0,1245,1452.0,1400,WN,898,N328SW,89.0,75.0,57.0,52.0,38.0,OAK,ONT,361,5.0,27.0,0,N,0,17.0,0.0,14.0,0.0,21.0
1042,2008,1,3,4,1932.0,1850,2051.0,2005,WN,988,N636WN,79.0,75.0,57.0,46.0,42.0,OAK,ONT,361,5.0,17.0,0,N,0,8.0,0.0,4.0,0.0,34.0
1047,2008,1,3,4,1550.0,1540,1710.0,1655,WN,3765,N654SW,80.0,75.0,55.0,15.0,10.0,OAK,ONT,361,4.0,21.0,0,N,0,7.0,0.0,5.0,0.0,3.0
1049,2008,1,3,4,1743.0,1650,1921.0,1830,WN,430,N328SW,98.0,100.0,79.0,51.0,53.0,OAK,PDX,543,4.0,15.0,0,N,0,29.0,0.0,0.0,0.0,22.0
1050,2008,1,3,4,621.0,615,753.0,755,WN,491,N331SW,92.0,100.0,77.0,-2.0,6.0,OAK,PDX,543,4.0,11.0,0,N,0,,,,,
1051,2008,1,3,4,2238.0,2115,6.0,2255,WN,644,N423WN,88.0,100.0,73.0,71.0,83.0,OAK,PDX,543,5.0,10.0,0,N,0,8.0,0.0,0.0,0.0,63.0
1052,2008,1,3,4,2022.0,1940,2157.0,2120,WN,829,N476WN,95.0,100.0,72.0,37.0,42.0,OAK,PDX,543,8.0,15.0,0,N,0,11.0,0.0,0.0,0.0,26.0
1053,2008,1,3,4,1222.0,1215,1352.0,1355,WN,2011,N292WN,90.0,100.0,74.0,-3.0,7.0,OAK,PDX,543,3.0,13.0,0,N,0,,,,,
1054,2008,1,3,4,2230.0,2050,104.0,2340,WN,190,N378SW,94.0,110.0,84.0,84.0,100.0,OAK,PHX,646,2.0,8.0,0,N,0,0.0,0.0,6.0,0.0,78.0
1055,2008,1,3,4,1652.0,1635,1938.0,1930,WN,753,N248WN,106.0,115.0,85.0,8.0,17.0,OAK,PHX,646,5.0,16.0,0,N,0,,,,,
1056,2008,1,3,4,1317.0,1300,1553.0,1550,WN,933,N214WN,96.0,110.0,85.0,3.0,17.0,OAK,PHX,646,3.0,8.0,0,N,0,,,,,
1058,2008,1,3,4,2015.0,1815,2255.0,2110,WN,1222,N304SW,100.0,115.0,86.0,105.0,120.0,OAK,PHX,646,4.0,10.0,0,N,0,2.0,0.0,0.0,0.0,103.0
1059,2008,1,3,4,1209.0,1125,1447.0,1415,WN,1686,N207WN,98.0,110.0,86.0,32.0,44.0,OAK,PHX,646,3.0,9.0,0,N,0,6.0,0.0,0.0,0.0,26.0
1061,2008,1,3,4,1727.0,1605,1824.0,1655,WN,985,N752SW,57.0,50.0,31.0,89.0,82.0,OAK,RNO,180,5.0,21.0,0,N,0,14.0,0.0,7.0,0.0,68.0
1062,2008,1,3,4,2050.0,2040,2139.0,2130,WN,1587,N706SW,49.0,50.0,33.0,9.0,10.0,OAK,RNO,180,3.0,13.0,0,N,0,,,,,
1063,2008,1,3,4,748.0,740,834.0,830,WN,2113,N350SW,46.0,50.0,31.0,4.0,8.0,OAK,RNO,180,4.0,11.0,0,N,0,,,,,
1064,2008,1,3,4,1330.0,1255,1435.0,1345,WN,3502,N601WN,65.0,50.0,33.0,50.0,35.0,OAK,RNO,180,4.0,28.0,0,N,0,30.0,0.0,15.0,0.0,5.0
1065,2008,1,3,4,1736.0,1650,1858.0,1815,WN,318,N474WN,82.0,85.0,61.0,43.0,46.0,OAK,SAN,446,4.0,17.0,0,N,0,0.0,0.0,1.0,0.0,42.0
1068,2008,1,3,4,1257.0,1250,1413.0,1410,WN,639,N773SA,76.0,80.0,63.0,3.0,7.0,OAK,SAN,446,3.0,10.0,0,N,0,,,,,
1069,2008,1,3,4,1457.0,1430,1613.0,1550,WN,828,N270WN,76.0,80.0,66.0,23.0,27.0,OAK,SAN,446,2.0,8.0,0,N,0,17.0,0.0,0.0,0.0,6.0
1070,2008,1,3,4,1013.0,955,1132.0,1120,WN,1022,N655WN,79.0,85.0,69.0,12.0,18.0,OAK,SAN,446,2.0,8.0,0,N,0,,,,,
1071,2008,1,3,4,1213.0,1140,1332.0,1305,WN,1065,N473WN,79.0,85.0,64.0,27.0,33.0,OAK,SAN,446,3.0,12.0,0,N,0,5.0,0.0,0.0,0.0,22.0
1072,2008,1,3,4,1813.0,1745,1945.0,1910,WN,1255,N361SW,92.0,85.0,66.0,35.0,28.0,OAK,SAN,446,3.0,23.0,0,N,0,0.0,0.0,7.0,0.0,28.0
1073,2008,1,3,4,1945.0,1930,2110.0,2055,WN,2269,N489WN,85.0,85.0,61.0,15.0,15.0,OAK,SAN,446,3.0,21.0,0,N,0,0.0,0.0,5.0,0.0,10.0
1075,2008,1,3,4,1421.0,1330,1539.0,1455,WN,2719,N466WN,78.0,85.0,64.0,44.0,51.0,OAK,SAN,446,4.0,10.0,0,N,0,18.0,0.0,0.0,0.0,26.0
1076,2008,1,3,4,1651.0,1620,1818.0,1745,WN,2884,N795SW,87.0,85.0,67.0,33.0,31.0,OAK,SAN,446,4.0,16.0,0,N,0,11.0,0.0,2.0,0.0,20.0
1077,2008,1,3,4,738.0,730,855.0,855,WN,2982,N455WN,77.0,85.0,66.0,0.0,8.0,OAK,SAN,446,2.0,9.0,0,N,0,,,,,
1078,2008,1,3,4,2056.0,2010,2221.0,2135,WN,3058,N224WN,85.0,85.0,66.0,46.0,46.0,OAK,SAN,446,4.0,15.0,0,N,0,12.0,0.0,0.0,0.0,34.0
1083,2008,1,3,4,1503.0,1415,1729.0,1615,WN,237,N281WN,146.0,120.0,91.0,74.0,48.0,OAK,SEA,671,5.0,50.0,0,N,0,8.0,0.0,26.0,0.0,40.0
1084,2008,1,3,4,1223.0,1145,1413.0,1345,WN,256,N336SW,110.0,120.0,89.0,28.0,38.0,OAK,SEA,671,3.0,18.0,0,N,0,22.0,0.0,0.0,0.0,6.0
1086,2008,1,3,4,1800.0,1735,2014.0,1935,WN,872,N337SW,134.0,120.0,106.0,39.0,25.0,OAK,SEA,671,4.0,24.0,0,N,0,12.0,0.0,14.0,0.0,13.0
1087,2008,1,3,4,1745.0,1655,2000.0,1855,WN,1071,N315SW,135.0,120.0,113.0,65.0,50.0,OAK,SEA,671,7.0,15.0,0,N,0,20.0,0.0,15.0,0.0,30.0
1088,2008,1,3,4,2153.0,2055,2347.0,2255,WN,2730,N273WN,114.0,120.0,91.0,52.0,58.0,OAK,SEA,671,5.0,18.0,0,N,0,20.0,0.0,0.0,0.0,32.0
1091,2008,1,3,4,1325.0,1300,1611.0,1540,WN,125,N782SA,106.0,100.0,83.0,31.0,25.0,OAK,SLC,588,2.0,21.0,0,N,0,21.0,0.0,6.0,0.0,4.0
1092,2008,1,3,4,2120.0,2030,2359.0,2310,WN,246,N487WN,99.0,100.0,76.0,49.0,50.0,OAK,SLC,588,6.0,17.0,0,N,0,8.0,0.0,0.0,0.0,41.0
1094,2008,1,3,4,1039.0,1015,1316.0,1300,WN,1678,N219WN,97.0,105.0,77.0,16.0,24.0,OAK,SLC,588,5.0,15.0,0,N,0,1.0,0.0,0.0,0.0,15.0
1095,2008,1,3,4,1741.0,1640,2027.0,1920,WN,2282,N739GB,106.0,100.0,83.0,67.0,61.0,OAK,SLC,588,3.0,20.0,0,N,0,0.0,0.0,6.0,0.0,61.0
1096,2008,1,3,4,1857.0,1850,2027.0,2010,WN,80,N422WN,90.0,80.0,64.0,17.0,7.0,OAK,SNA,371,4.0,22.0,0,N,0,0.0,0.0,10.0,0.0,7.0
1097,2008,1,3,4,2118.0,2105,2234.0,2225,WN,83,N771SA,76.0,80.0,60.0,9.0,13.0,OAK,SNA,371,4.0,12.0,0,N,0,,,,,
1098,2008,1,3,4,1716.0,1630,1832.0,1750,WN,105,N292WN,76.0,80.0,60.0,42.0,46.0,OAK,SNA,371,4.0,12.0,0,N,0,30.0,0.0,0.0,0.0,12.0
1100,2008,1,3,4,1325.0,1220,1453.0,1340,WN,1854,N758SW,88.0,80.0,63.0,73.0,65.0,OAK,SNA,371,3.0,22.0,0,N,0,15.0,0.0,8.0,0.0,50.0
1104,2008,1,3,4,1445.0,1405,1602.0,1525,WN,3766,N434WN,77.0,80.0,62.0,37.0,40.0,OAK,SNA,371,3.0,12.0,0,N,0,17.0,0.0,0.0,0.0,20.0
1105,2008,1,3,4,1844.0,1810,2137.0,2125,WN,3402,N744SW,113.0,135.0,92.0,12.0,34.0,OAK,TUS,747,3.0,18.0,0,N,0,,,,,
1106,2008,1,3,4,908.0,900,1248.0,1250,WN,128,N225WN,160.0,170.0,151.0,-2.0,8.0,OKC,BWI,1180,3.0,6.0,0,N,0,,,,,
1109,2008,1,3,4,1701.0,1655,1751.0,1745,WN,1760,N640SW,50.0,50.0,40.0,6.0,6.0,OKC,DAL,181,4.0,6.0,0,N,0,,,,,
1110,2008,1,3,4,1940.0,1930,2031.0,2020,WN,2553,N394SW,51.0,50.0,39.0,11.0,10.0,OKC,DAL,181,4.0,8.0,0,N,0,,,,,
1113,2008,1,3,4,1948.0,1910,2025.0,1945,WN,900,N679AA,97.0,95.0,81.0,40.0,38.0,OKC,DEN,495,8.0,8.0,0,N,0,11.0,0.0,2.0,0.0,27.0
1115,2008,1,3,4,1252.0,1245,1404.0,1405,WN,449,N528SW,72.0,80.0,61.0,-1.0,7.0,OKC,HOU,419,3.0,8.0,0,N,0,,,,,
1117,2008,1,3,4,1944.0,1830,2053.0,1950,WN,1257,N507SW,69.0,80.0,60.0,63.0,74.0,OKC,HOU,419,2.0,7.0,0,N,0,5.0,0.0,0.0,0.0,58.0
1118,2008,1,3,4,1347.0,1340,1425.0,1425,WN,354,N496WN,158.0,165.0,145.0,0.0,7.0,OKC,LAS,987,5.0,8.0,0,N,0,,,,,
1121,2008,1,3,4,1914.0,1855,2017.0,2000,WN,1230,N677AA,63.0,65.0,50.0,17.0,19.0,OKC,MCI,313,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,17.0
1123,2008,1,3,4,1717.0,1625,1843.0,1750,WN,303,N683SW,146.0,145.0,135.0,53.0,52.0,OKC,PHX,833,4.0,7.0,0,N,0,5.0,0.0,1.0,0.0,47.0
1124,2008,1,3,4,1403.0,1305,1525.0,1430,WN,877,N362SW,142.0,145.0,132.0,55.0,58.0,OKC,PHX,833,4.0,6.0,0,N,0,3.0,0.0,0.0,0.0,52.0
1126,2008,1,3,4,1658.0,1630,1817.0,1750,WN,86,N627SW,79.0,80.0,67.0,27.0,28.0,OKC,STL,462,5.0,7.0,0,N,0,16.0,0.0,0.0,0.0,11.0
1128,2008,1,3,4,1726.0,1720,1820.0,1820,WN,484,N673AA,174.0,180.0,160.0,0.0,6.0,OMA,LAS,1099,4.0,10.0,0,N,0,,,,,
1131,2008,1,3,4,2023.0,1920,2153.0,2040,WN,153,N658SW,90.0,80.0,64.0,73.0,63.0,OMA,MDW,423,19.0,7.0,0,N,0,0.0,0.0,10.0,0.0,63.0
1132,2008,1,3,4,857.0,850,1012.0,1010,WN,566,N374SW,75.0,80.0,63.0,2.0,7.0,OMA,MDW,423,4.0,8.0,0,N,0,,,,,
1133,2008,1,3,4,1618.0,1430,1733.0,1550,WN,1153,N440LV,75.0,80.0,63.0,103.0,108.0,OMA,MDW,423,4.0,8.0,0,N,0,1.0,0.0,0.0,0.0,102.0
1134,2008,1,3,4,1121.0,1105,1242.0,1225,WN,1333,N334SW,81.0,80.0,67.0,17.0,16.0,OMA,MDW,423,6.0,8.0,0,N,0,5.0,0.0,1.0,0.0,11.0
1136,2008,1,3,4,1925.0,1750,2045.0,1910,WN,3919,N205WN,80.0,80.0,61.0,95.0,95.0,OMA,MDW,423,6.0,13.0,0,N,0,0.0,0.0,0.0,0.0,95.0
1137,2008,1,3,4,2045.0,1905,2238.0,2100,WN,242,N797MX,173.0,175.0,161.0,98.0,100.0,OMA,PHX,1037,5.0,7.0,0,N,0,11.0,0.0,0.0,0.0,87.0
1138,2008,1,3,4,1208.0,1145,1352.0,1340,WN,555,N506SW,164.0,175.0,152.0,12.0,23.0,OMA,PHX,1037,5.0,7.0,0,N,0,,,,,
1139,2008,1,3,4,633.0,625,819.0,820,WN,1069,N630WN,166.0,175.0,153.0,-1.0,8.0,OMA,PHX,1037,4.0,9.0,0,N,0,,,,,
1140,2008,1,3,4,1925.0,1820,2024.0,1925,WN,479,N622SW,59.0,65.0,49.0,59.0,65.0,OMA,STL,342,3.0,7.0,0,N,0,1.0,0.0,0.0,0.0,58.0
1144,2008,1,3,4,1117.0,1050,1645.0,1630,WN,879,N495WN,208.0,220.0,197.0,15.0,27.0,ONT,BNA,1751,6.0,5.0,0,N,0,5.0,0.0,0.0,0.0,10.0
1145,2008,1,3,4,1523.0,1455,1627.0,1555,WN,239,N660SW,64.0,60.0,39.0,32.0,28.0,ONT,LAS,197,19.0,6.0,0,N,0,4.0,0.0,4.0,0.0,24.0
1146,2008,1,3,4,1718.0,1615,1810.0,1715,WN,564,N455WN,52.0,60.0,42.0,55.0,63.0,ONT,LAS,197,3.0,7.0,0,N,0,9.0,0.0,0.0,0.0,46.0
1147,2008,1,3,4,1008.0,915,1106.0,1015,WN,773,N472WN,58.0,60.0,41.0,51.0,53.0,ONT,LAS,197,4.0,13.0,0,N,0,0.0,0.0,33.0,0.0,18.0
1148,2008,1,3,4,2120.0,2100,2210.0,2200,WN,812,N259WN,50.0,60.0,37.0,10.0,20.0,ONT,LAS,197,8.0,5.0,0,N,0,,,,,
